FBgn0267821	FBgn0043903	1	19622211,19623739;19622438,19623433	X	TFBS
FBgn0267821	FBgn0262473	1	26796576,26797608;26797070,26798630;26797605,26798372;26791141,26792163;26791701,26792939;26792196,26792784;26793136,26794654;26793455,26794460;26794502,26795498;26795526,26796537;26795526,26796537;26796571,26797576;26796576,26797608;26797070,26798630;26795526,26796537;26796571,26797576;26796576,26797608;26797070,26798630;26791141,26792163	3R	TFBS
FBgn0267821	FBgn0002027	1	4378030,4379026;4378399,4379207;4395364,4396878;4395718,4396741;4396079,4397579;4396778,4397485	X	TFBS
FBgn0267821	FBgn0043536	1	20178733,20179637;20178843,20179335;20178733,20179637	2R	TFBS
FBgn0267821	FBgn0026179	1	21007050,21008350;21007264,21008276;21007942,21009406;21008317,21009333;21008675,21010247	3L	TFBS
FBgn0267821	FBgn0003339	1	6859248,6860768;6859576,6860570;6860601,6861051;6884645,6885653;6884685,6886157;6885681,6886701;6886734,6887217;6887945,6888936;6888656,6889820;6888971,6889754;6892834,6893829;6893016,6894292;6893858,6894427;6852634,6853631;6853614,6855174;6853670,6854515;6852634,6853631;6852634,6853631;6853614,6855174;6853670,6854515;6858532,6859553;6858559,6859993;6859248,6860768;6859576,6860570;6860601,6861051;6863730,6865262;6864246,6865259;6865157,6866429;6865294,6866289;6866330,6866917;6867497,6868529;6867954,6868773;6868056,6869456;6858532,6859553;6858559,6859993;6859248,6860768;6859576,6860570;6860601,6861051;6866330,6866917;6867497,6868529;6867954,6868773;6868056,6869456;6858532,6859553;6858559,6859993;6859248,6860768;6859576,6860570;6860601,6861051;6863208,6864211;6863730,6865262;6864246,6865259;6874903,6876483;6875097,6876036;6876139,6876224;6880877,6881884;6880923,6882417;6881919,6882504;6884645,6885653;6884685,6886157;6885681,6886701;6844375,6845397;6845086,6846552;6845435,6846434;6846467,6847475;6847825,6849107;6848265,6849182	3R	TFBS
FBgn0267821	FBgn0012037	1	13903961,13905407;13904330,13905172	2L	TFBS
FBgn0267821	FBgn0003525	1	29263780,29265302;29264010,29265000;29265034,29266018;29265326,29265964;29266058,29267056;29266407,29267789;29267095,29267822;29268128,29269660;29269012,29270008;29270043,29270831;29270251,29270617;29268128,29269660;29269012,29270008;29270043,29270831;29270251,29270617;29257103,29258643;29257451,29258457;29258187,29259149;29258495,29259487;29259521,29260544;29259775,29261355;29260573,29261314;29261916,29262920;29262644,29264130;29262972,29263979;29263780,29265302;29264010,29265000	3R	TFBS
FBgn0267821	FBgn0015663	1	3614285,3615839;3615713,3616704;3616738,3617741;3617778,3618759;3618457,3619895;3618840,3619185	2L	TFBS
FBgn0267821	FBgn0086655	1	6125035,6126477;6125077,6125966;6126420,6127048	2R	TFBS
FBgn0267821	FBgn0003719	1	24748628,24750130;24748779,24749766;24749809,24750594	3R	TFBS
FBgn0267821	FBgn0000014	1	16809698,16810695;16809727,16811069;16810690,16812178;16810732,16811734;16811778,16812777;16846564,16847646;16846627,16847613;16864349,16865349;16864945,16866341;16865379,16865975	3R	TFBS
FBgn0267821	FBgn0002732	1	26009083,26010100;26009882,26011298;26010131,26011147	3R	TFBS
FBgn0267821	FBgn0023214	1	18299041,18300054;18299259,18300751;18300097,18301106	2R	TFBS
FBgn0267821	FBgn0003300	1	20638751,20640161;20638865,20639865;20639891,20640131;20638751,20640161;20638865,20639865;20639891,20640131;20643421,20644999	X	TFBS
FBgn0267821	FBgn0002633	1	26035366,26036472;26036172,26037756;26036360,26037354	3R	TFBS
FBgn0267821	FBgn0004394	1	12677585,12679135;12678518,12680022;12678709,12679717;12679747,12680770;12680605,12681563;12681823,12683021;12681949,12682941	2L	TFBS
FBgn0267821	FBgn0000157	1	24443308,24444792;24443664,24444302	2R	TFBS
FBgn0267821	FBgn0261648	1	11454726,11455744;11454991,11456543;11455783,11456507;11440186,11441536;11440236,11441242;11441277,11441496;11454726,11455744;11454991,11456543;11455783,11456507;11454726,11455744;11454991,11456543;11455783,11456507;11454726,11455744;11454991,11456543;11450140,11451496;11454726,11455744	2L	TFBS
FBgn0267821	FBgn0004009	1	7302787,7304163;7302940,7303948;7298918,7299935;7299066,7300626;7302787,7304163;7302940,7303948;7303784,7305336;7303981,7304976;7304509,7305989;7305013,7306017;7306061,7307082;7306570,7307882;7307117,7307808	2L	TFBS
FBgn0267821	FBgn0003448	1	15474223,15475220;15474432,15476006;15474223,15475220;15474432,15476006;15475255,15476273;15476314,15477326;15470156,15471164;15470173,15471299;15471195,15472178;15471751,15472995;15472220,15472358;15474223,15475220;15474432,15476006;15475255,15476273	2L	TFBS
FBgn0267821	FBgn0000015	1	16877840,16879404;16877918,16878903;16878942,16879525;16920684,16921782;16921049,16922073;16921226,16922694;16922073,16922106;16923201,16924203;16923242,16924406;16901446,16902922;16901484,16902495;16902520,16902606;16891426,16892444;16891564,16893114;16892484,16893292	3R	TFBS
FBgn0267821	FBgn0004102	1	8593819,8595321;8593880,8594904;8594482,8595870;8594904,8595439;8588404,8589082;8588422,8589443;8589340,8589826;8589479,8589874	X	TFBS
FBgn0267821	FBgn0000591	1	26035336,26036360;26035366,26036472;26036172,26037756;26036360,26037354;26038638,26039628;26039234,26040806;26039676,26040694;26040148,26041514	3R	TFBS
FBgn0267821	FBgn0037580	1	2462530,2463545;2462768,2464338;2463571,2463718;2453453,2455003;2454081,2455631;2454331,2455333;2455368,2456357;2456074,2457522;2456396,2457401;2455368,2456357;2456074,2457522;2456396,2457401;2457328,2458806;2457436,2458453;2453303,2454281;2453453,2455003;2454081,2455631;2454331,2455333;2453303,2454281;2453453,2455003;2454081,2455631;2454331,2455333	2L	TFBS
FBgn0267821	FBgn0004635	1	1446029,1447023;1446029,1447023;1446318,1446960;1437906,1439354;1438845,1439563;1442714,1444176;1442959,1443834	3L	TFBS
FBgn0267821	FBgn0000216	1	14944078,14944968;14944091,14944994;14944078,14944968;14944091,14944994;14944078,14944968;14944091,14944994	3L	TFBS
FBgn0267821	FBgn0043534	1	20128966,20129636;20129009,20129815	2R	TFBS
FBgn0267821	FBgn0004197	1	27193421,27195007;27193661,27194650;27194686,27195028;27193421,27195007;27193661,27194650;27194686,27195028;27208344,27209762;27208421,27209427;27200626,27201539;27200932,27201232;27206015,27206651;27206041,27206499;27200626,27201539;27200932,27201232;27206015,27206651;27206041,27206499;27208344,27209762;27208421,27209427	3R	TFBS
FBgn0267821	FBgn0001325	1	24844640,24846206;24844074,24844892;24844160,24845168;24844640,24846206;24845200,24845528;24844074,24844892;24844160,24845168;24844074,24844892;24844160,24845168;24844640,24846206;24845200,24845528;24840005,24841323;24840093,24841109;24844640,24846206;24844074,24844892;24844160,24845168	2R	TFBS
FBgn0267821	FBgn0002570	1	8643692,8644695;8643714,8645074;8644726,8645122;8652146,8653146;8643714,8645074;8644726,8645122;871606,872594;871728,873312;872632,873028	3L	TFBS
FBgn0267821	FBgn0002733	1	26004920,26005940;26005523,26006785;26005971,26006985;26007019,26007260	3R	TFBS
FBgn0267821	FBgn0005558	1	708050,709618;709088,709848;708050,709618;709088,709848;703408,704432;703878,705298;704432,705446;703408,704432;703878,705298;704432,705446;703408,704432	4	TFBS
FBgn0267821	FBgn0025776	1	15010828,15011586;15011057,15011743;15010828,15011586;15011057,15011743;15010828,15011586;15011057,15011743;15011057,15011743	3L	TFBS
FBgn0267821	FBgn0003888	1	23923829,23925361;23923986,23925004;23924560,23925984;23923829,23925361;23923986,23925004;23924560,23925984	2R	TFBS
FBgn0267821	FBgn0003145	1	12091485,12093043;12091833,12092853;12092007,12093589;12092887,12093631;12086291,12087293;12087077,12088289;12087328,12088315;12079385,12080793;12080087,12081107;12080650,12082148;12081127,12082114;12087077,12088289;12087328,12088315;12088356,12089229;12088356,12089229;12091485,12093043;12091833,12092853;12092007,12093589;12084151,12085503;12084239,12085228;12084818,12086300;12085263,12086261	2L	TFBS
FBgn0267821	FBgn0262975	1	23195041,23196047;23195084,23196444;23196082,23196439;23192585,23193606;23192809,23194315	3R	TFBS
FBgn0267821	FBgn0001085	1	14277165,14278647;14277477,14278408;14297456,14298906;14297610,14298624	3L	TFBS
FBgn0267821	FBgn0005771	1	14489334,14490856;14490146,14491480;14490208,14491204;14488139,14489141;14488457,14489823;14489173,14490173;14489334,14490856	2L	TFBS
FBgn0267821	FBgn0020278	1	22626081,22627067;22626161,22627645;22627108,22627883;22626081,22627067;22626161,22627645;22627108,22627883;22626081,22627067;22626161,22627645;22627108,22627883	3R	TFBS
FBgn0267821	FBgn0014865	1	15035270,15035974;15035344,15035822	2R	TFBS
FBgn0267821	FBgn0000552	1	6682692,6684066;6683885,6683948	3R	TFBS
FBgn0267821	FBgn0010316	1	16467268,16468278	2L	TFBS
FBgn0267821	FBgn0034509	1	20128966,20129636;20129009,20129815;20128966,20129636;20129009,20129815	2R	TFBS
FBgn0267821	FBgn0002985	1	3607858,3608869;3607930,3609354;3608907,3609918;3608937,3610307;3610136,3611616;3610257,3611267;3608937,3610307;3610136,3611616;3610257,3611267;3610807,3612333;3611306,3611627;3607858,3608869;3607930,3609354;3608907,3609918;3608937,3610307;3610136,3611616;3610257,3611267	2L	TFBS
FBgn0267821	FBgn0085424	1	12617671,12619243;12617911,12618907	2L	TFBS
FBgn0267821	FBgn0002735	1	25998666,25999658;25999124,26000578;25999697,26000702	3R	TFBS
FBgn0267821	FBgn0029848	1	9645503,9646519;9645839,9646500	X	TFBS
FBgn0267821	FBgn0001180	1	8700344,8701360;8700359,8701749;8701403,8702389;8702276,8703786;8700344,8701360;8700359,8701749;8700344,8701360;8700359,8701749;8701403,8702389;8697228,8698212;8697433,8698419;8698252,8699257;8698408,8699940;8681672,8682694;8681775,8683081;8700344,8701360;8700359,8701749;8701403,8702389;8702276,8703786	3R	TFBS
FBgn0267821	FBgn0260642	1	6977610,6978633;6977724,6978682;6966085,6967563;6966542,6967542;6967576,6967781;6965518,6966542;6966085,6967563	3R	TFBS
FBgn0267821	FBgn0016694	1	7830301,7830924;7830363,7831209	3L	TFBS
FBgn0267821	FBgn0002629	1	26023628,26024628;26023978,26025558;26024661,26025671	3R	TFBS
FBgn0267821	FBgn0004644	1	23141019,23142031;23133834,23135286;23134184,23135184;23135219,23135220	3R	TFBS
