chr4	507209	507596
chrU	1533436	1533831
chrU	3508832	3509154
chrU	4055555	4055773
chrU	6833315	6833767
chrU	8001582	8001937
chrU	8411919	8412311
chrU	9158452	9158705
chrU	9190609	9191132
chrU	9852022	9852472
chrU	9905594	9905984
chrU	9977312	9977743
chrX	255320	255880
chrX	423834	424244
chrX	577347	577810
chrX	913078	913319
chrX	1417270	1418011
chrX	1528503	1528953
chrX	1609400	1609818
chrX	1656682	1657259
chrX	1899865	1900214
chrX	2108015	2108563
chrX	2313578	2313961
chrX	2393054	2393388
chrX	3197671	3197885
chrX	3228820	3229222
chrX	3230598	3231148
chrX	3237680	3238257
chrX	3374860	3375529
chrX	3638354	3638733
chrX	3729733	3730240
chrX	4228561	4228891
chrX	4239754	4240124
chrX	4246965	4247271
chrX	4560940	4561583
chrX	4584559	4585101
chrX	4593410	4595413
chrX	4610950	4611352
chrX	4616265	4617564
chrX	4690116	4690495
chrX	4849914	4850753
chrX	5004931	5005771
chrX	5007648	5007971
chrX	5038717	5039172
chrX	5057316	5057965
chrX	5072992	5073342
chrX	5091686	5092145
chrX	5110860	5111416
chrX	5183758	5184104
chrX	5240266	5240751
chrX	5418534	5419029
chrX	5481431	5481825
chrX	5507188	5507453
chrX	5609902	5610339
chrX	5753210	5753659
chrX	5779063	5779425
chrX	5848295	5848561
chrX	5935195	5935469
chrX	6040604	6041011
chrX	6093923	6094340
chrX	6216857	6217163
chrX	6298812	6299155
chrX	6323437	6323637
chrX	6360632	6361018
chrX	6601657	6602006
chrX	6939414	6940015
chrX	7135967	7136362
chrX	7174308	7174699
chrX	7187054	7187632
chrX	7318159	7318540
chrX	7352545	7353192
chrX	7570937	7571315
chrX	7635666	7636226
chrX	7677868	7678891
chrX	7717920	7718284
chrX	7886306	7886741
chrX	7920504	7920962
chrX	7984486	7985159
chrX	8079899	8080159
chrX	8160554	8161431
chrX	8590286	8590834
chrX	8591714	8592512
chrX	8679625	8680318
chrX	8934881	8935352
chrX	9459291	9460318
chrX	9677274	9677799
chrX	9741419	9741933
chrX	9843462	9843772
chrX	10065142	10065762
chrX	10088011	10088360
chrX	10146763	10147409
chrX	10446019	10446486
chrX	10651609	10652104
chrX	10652511	10652774
chrX	10717943	10718291
chrX	10726499	10726752
chrX	10926331	10926706
chrX	11127215	11127905
chrX	11186152	11186411
chrX	11264485	11265131
chrX	11448930	11449829
chrX	11571376	11571968
chrX	11663223	11664396
chrX	11977686	11978414
chrX	12038810	12039199
chrX	12084768	12085365
chrX	12164536	12165321
chrX	12263157	12263821
chrX	12462910	12463403
chrX	12516965	12517510
chrX	12542010	12542543
chrX	12589855	12590382
chrX	12613926	12614180
chrX	12683890	12684330
chrX	12719115	12719549
chrX	12743791	12744117
chrX	12813720	12814010
chrX	13228392	13229369
chrX	13240621	13241892
chrX	13246615	13247444
chrX	13277840	13278145
chrX	13324504	13324891
chrX	13332470	13333081
chrX	13416342	13416782
chrX	13976249	13976678
chrX	14222983	14223538
chrX	14414957	14415397
chrX	14855964	14856420
chrX	14872828	14873196
chrX	14882813	14883845
chrX	15031198	15031690
chrX	15178290	15179095
chrX	15179223	15179630
chrX	15295811	15296499
chrX	15299093	15299316
chrX	15304106	15304375
chrX	15453548	15453987
chrX	15493616	15494151
chrX	15547527	15547930
chrX	16425932	16426254
chrX	16651389	16652310
chrX	16890632	16891078
chrX	17069771	17070225
chrX	17156185	17156639
chrX	17166375	17167156
chrX	17414925	17415422
chrX	17425839	17426271
chrX	17589669	17590095
chrX	17614095	17614757
chrX	17631010	17631508
chrX	17645644	17646104
chrX	17714256	17714664
chrX	17876915	17877349
chrX	17935644	17935845
chrX	17944793	17945318
chrX	18065363	18066045
chrX	18073376	18074221
chrX	18087488	18087930
chrX	18133083	18133826
chrX	18230153	18230485
chrX	18231020	18231600
chrX	18259852	18260473
chrX	18367873	18368534
chrX	18488990	18489335
chrX	18529268	18529701
chrX	18639408	18639610
chrX	18666018	18666384
chrX	18708849	18709480
chrX	18713348	18714550
chrX	18915266	18915841
chrX	18922543	18923054
chrX	18927916	18928182
chrX	18931030	18931674
chrX	19056129	19056809
chrX	19143561	19143925
chrX	19309164	19309840
chrX	19534656	19535232
chrX	19631829	19632467
chrX	19712310	19712638
chrX	20160230	20160742
chrX	20223381	20223601
chrX	20249489	20249962
chrX	20304740	20305611
chrX	20324932	20325424
chrX	20670804	20671347
chrX	20812940	20813274
chrX	21228885	21229165
chrX	22191850	22192181
chr2L	550424	550969
chr2L	1089510	1090007
chr2L	1258421	1258936
chr2L	1491884	1492179
chr2L	1504283	1504861
chr2L	1839015	1839544
chr2L	1884351	1884664
chr2L	1909224	1910176
chr2L	2279818	2280127
chr2L	2505406	2505872
chr2L	2782660	2783328
chr2L	2785836	2786392
chr2L	2855475	2855879
chr2L	3323045	3323441
chr2L	3405784	3406218
chr2L	3480458	3480882
chr2L	3748651	3749113
chr2L	3890149	3890366
chr2L	3908284	3908693
chr2L	4019722	4020501
chr2L	4056830	4057452
chr2L	4106182	4106450
chr2L	4178968	4180488
chr2L	4233446	4233809
chr2L	4269628	4270326
chr2L	4345591	4346199
chr2L	4425297	4425671
chr2L	4458698	4458986
chr2L	4812390	4812785
chr2L	4888688	4889122
chr2L	4949671	4950103
chr2L	5338625	5339541
chr2L	5803669	5804609
chr2L	5809977	5810287
chr2L	6087778	6088617
chr2L	6134013	6134223
chr2L	6186208	6187479
chr2L	6366923	6367323
chr2L	6571881	6572179
chr2L	6870614	6871200
chr2L	6899921	6900301
chr2L	7281458	7281833
chr2L	7534927	7535401
chr2L	7653779	7654403
chr2L	7671123	7671455
chr2L	7890678	7891119
chr2L	7904462	7904794
chr2L	7933287	7933888
chr2L	8334546	8335278
chr2L	8504612	8505017
chr2L	8888834	8889039
chr2L	8952777	8953077
chr2L	8972775	8973448
chr2L	9045389	9045917
chr2L	9256516	9257373
chr2L	9299907	9300473
chr2L	9520774	9521158
chr2L	9546962	9547484
chr2L	9873115	9873753
chr2L	9879574	9880004
chr2L	10039228	10039566
chr2L	10130493	10131564
chr2L	10165872	10166262
chr2L	10166806	10167127
chr2L	10671550	10672275
chr2L	11250486	11250921
chr2L	11867164	11867610
chr2L	12216508	12216940
chr2L	12221720	12222152
chr2L	12236337	12237293
chr2L	12268638	12269421
chr2L	12284497	12285033
chr2L	12355095	12355521
chr2L	12862836	12863409
chr2L	12897584	12897932
chr2L	12957719	12958426
chr2L	13215593	13216147
chr2L	13316827	13317252
chr2L	13500478	13500792
chr2L	13684844	13685234
chr2L	13842070	13842631
chr2L	14011565	14011828
chr2L	14094691	14095020
chr2L	14151841	14152109
chr2L	14369821	14370502
chr2L	14588983	14589248
chr2L	14619052	14619448
chr2L	14706014	14706782
chr2L	14941159	14941610
chr2L	14972895	14973166
chr2L	14974117	14974572
chr2L	15019908	15020461
chr2L	15272419	15273032
chr2L	15654296	15654672
chr2L	15687916	15688251
chr2L	15739188	15739865
chr2L	15932666	15933058
chr2L	15957169	15957621
chr2L	15974349	15974689
chr2L	16124904	16125399
chr2L	16138695	16138939
chr2L	16240678	16241066
chr2L	17200338	17200691
chr2L	17204985	17205573
chr2L	17233622	17233954
chr2L	17557327	17557785
chr2L	17616772	17617060
chr2L	17728979	17729501
chr2L	17808985	17809418
chr2L	17945588	17946252
chr2L	17953138	17953495
chr2L	18441249	18441662
chr2L	18666001	18666268
chr2L	18776558	18776964
chr2L	19134766	19135207
chr2L	19165881	19166386
chr2L	19565201	19565706
chr2L	19629570	19630103
chr2L	19639577	19640021
chr2L	19810329	19810969
chr2L	19817206	19817586
chr2L	19887018	19887889
chr2L	20183248	20183672
chr2L	20190139	20190588
chr2L	20197054	20197504
chr2L	20244491	20244867
chr2L	20283018	20283496
chr2L	20287269	20287715
chr2R	901049	901273
chr2R	2038568	2039028
chr2R	2806145	2806467
chr2R	3205064	3205476
chr2R	3420338	3421193
chr2R	3505322	3505879
chr2R	3614450	3615317
chr2R	3739688	3740326
chr2R	3873375	3873888
chr2R	4281879	4282231
chr2R	4441646	4442154
chr2R	4529842	4530289
chr2R	4530492	4530752
chr2R	4894272	4894798
chr2R	4943489	4943928
chr2R	5070177	5071320
chr2R	5347593	5347979
chr2R	5429134	5429424
chr2R	5624370	5624782
chr2R	5798152	5798564
chr2R	5859949	5860689
chr2R	5876017	5876860
chr2R	6160829	6161376
chr2R	6206097	6206455
chr2R	6707275	6707749
chr2R	6745083	6745548
chr2R	6917443	6917779
chr2R	7469171	7470017
chr2R	7604790	7605295
chr2R	7645414	7645864
chr2R	7690868	7691237
chr2R	8452436	8452853
chr2R	8699516	8700018
chr2R	8770296	8770946
chr2R	9019448	9020585
chr2R	9291020	9291617
chr2R	9501594	9502144
chr2R	9529655	9530156
chr2R	9532391	9533093
chr2R	9560368	9560881
chr2R	9821757	9822246
chr2R	9851127	9851350
chr2R	9931536	9931994
chr2R	10183578	10184095
chr2R	10219525	10219749
chr2R	10272863	10273296
chr2R	10314526	10314853
chr2R	10883322	10884105
chr2R	11132463	11132792
chr2R	11178941	11179585
chr2R	11226983	11227513
chr2R	11372949	11373381
chr2R	11482601	11482869
chr2R	11524938	11525478
chr2R	11649496	11650356
chr2R	11706058	11706289
chr2R	11708843	11709110
chr2R	11924178	11924703
chr2R	11951796	11952156
chr2R	12010850	12012143
chr2R	12292718	12293259
chr2R	12370886	12371432
chr2R	12433410	12433688
chr2R	12482130	12482568
chr2R	12507455	12507902
chr2R	12523439	12523959
chr2R	12621688	12622364
chr2R	12822508	12823027
chr2R	13185235	13185920
chr2R	13233326	13233573
chr2R	13257265	13257838
chr2R	13281652	13282503
chr2R	13934865	13936015
chr2R	14351563	14351810
chr2R	14355954	14356434
chr2R	14401474	14401736
chr2R	14606368	14606637
chr2R	14639558	14640100
chr2R	14694921	14695613
chr2R	14875749	14876251
chr2R	14891171	14891848
chr2R	15006831	15007545
chr2R	15086920	15087502
chr2R	15096745	15097007
chr2R	15140915	15141989
chr2R	15228946	15229270
chr2R	15251367	15252266
chr2R	15419282	15419723
chr2R	15477611	15478180
chr2R	15514082	15514559
chr2R	16114680	16114938
chr2R	16118357	16118648
chr2R	16218128	16218484
chr2R	16298213	16298622
chr2R	16835503	16835909
chr2R	16859958	16860532
chr2R	17087059	17087329
chr2R	17116184	17117043
chr2R	17315069	17315809
chr2R	17326668	17327197
chr2R	17617236	17617528
chr2R	17651717	17652154
chr2R	17672414	17672665
chr2R	17826914	17827685
chr2R	17942064	17942447
chr2R	18174815	18175215
chr2R	18204273	18205138
chr2R	18247811	18248135
chr2R	18410596	18410891
chr2R	18506789	18507364
chr2R	18678813	18679203
chr2R	18880545	18880973
chr2R	18970863	18971392
chr2R	18993776	18994365
chr2R	19221300	19221807
chr2R	19369208	19369483
chr2R	19489322	19489609
chr2R	19505274	19505572
chr2R	19799401	19799756
chr2R	20130283	20130663
chr2R	20898986	20899267
chr2R	21070496	21070876
chr3L	8387901	8389359
chr3L	13893411	13894282
chr3L	712054	712333
chr3L	741618	742241
chr3L	920636	921268
chr3L	1196606	1197029
chr3L	1206579	1207087
chr3L	1876261	1876530
chr3L	2138951	2139441
chr3L	2237014	2237498
chr3L	2243623	2244859
chr3L	2409338	2409700
chr3L	2416535	2417231
chr3L	2434378	2434758
chr3L	2485758	2486349
chr3L	2499316	2499539
chr3L	2800265	2800826
chr3L	2832255	2832700
chr3L	2844812	2845022
chr3L	2851780	2852238
chr3L	3076423	3077221
chr3L	3474122	3474595
chr3L	3475360	3475610
chr3L	3737907	3738458
chr3L	3793197	3793723
chr3L	3919415	3919759
chr3L	4001841	4002307
chr3L	4631396	4631882
chr3L	4690393	4691100
chr3L	5280761	5281525
chr3L	5482734	5483288
chr3L	5862754	5863089
chr3L	5959661	5960534
chr3L	5992873	5993115
chr3L	6227277	6227974
chr3L	6257573	6257924
chr3L	6534809	6535458
chr3L	6696338	6697218
chr3L	6893673	6894025
chr3L	6918904	6919466
chr3L	6987636	6988886
chr3L	7005133	7006038
chr3L	7301185	7302040
chr3L	8242214	8242650
chr3L	8246547	8247148
chr3L	8600889	8601305
chr3L	8644990	8645345
chr3L	9057194	9057768
chr3L	9158942	9159402
chr3L	9805961	9806704
chr3L	9900204	9900788
chr3L	9933297	9933745
chr3L	10719178	10719799
chr3L	11029244	11029514
chr3L	11040726	11041462
chr3L	11291191	11291779
chr3L	11516389	11516856
chr3L	11589392	11589998
chr3L	12104505	12104760
chr3L	12180442	12180860
chr3L	12352325	12352844
chr3L	12942631	12943155
chr3L	12997980	12998501
chr3L	13358933	13359626
chr3L	13679509	13679823
chr3L	14104506	14104946
chr3L	14182977	14183391
chr3L	14228850	14229332
chr3L	14365096	14365552
chr3L	14586955	14587420
chr3L	14596268	14596829
chr3L	14853361	14853925
chr3L	14891919	14892540
chr3L	15041365	15041570
chr3L	15635035	15635535
chr3L	15801627	15802012
chr3L	15853007	15853466
chr3L	15912584	15912937
chr3L	16045281	16045648
chr3L	16140659	16141735
chr3L	16215422	16216354
chr3L	16486687	16487829
chr3L	16948334	16948659
chr3L	17126790	17127100
chr3L	17139388	17140181
chr3L	17247550	17248141
chr3L	17266353	17266822
chr3L	17590000	17590477
chr3L	17763866	17764511
chr3L	17871833	17872196
chr3L	17980831	17981912
chr3L	17982374	17982603
chr3L	18012723	18013135
chr3L	18413728	18414332
chr3L	18507130	18507415
chr3L	18685960	18686414
chr3L	18699586	18700269
chr3L	18736789	18737214
chr3L	18841551	18841884
chr3L	18940069	18940649
chr3L	19002113	19002592
chr3L	19102572	19103013
chr3L	19342799	19343253
chr3L	19509664	19510037
chr3L	20090410	20090804
chr3L	20704547	20704884
chr3L	21042495	21043284
chr3L	21179711	21180048
chr3L	21597423	21597822
chr3L	21747349	21747705
chr3L	21867281	21867904
chr3L	21923121	21923941
chr3L	22205482	22206223
chr3L	22490466	22491165
chr3L	23766941	23767278
chr3L	23892334	23892877
chr3L	23915965	23916521
chr3R	6028849	6029842
chr3R	530925	531288
chr3R	788244	788941
chr3R	1124690	1125145
chr3R	1420386	1421135
chr3R	1558746	1559069
chr3R	1598131	1598783
chr3R	1604444	1604819
