FBgn0004862	FBgn0265943	1	14456126,14456326	2L	TFBS
FBgn0004862	FBgn0082989	1	5600164,5600364	3R	TFBS
FBgn0004862	FBgn0261854	1	14964420,14964620	2R	TFBS
FBgn0004862	FBgn0034322	1	18293168,18293368	2R	TFBS
FBgn0004862	FBgn0010039	1	12371689,12371889	3R	TFBS
FBgn0004862	FBgn0025549	1	7291827,7292027	X	TFBS
FBgn0004862	FBgn0053508	1	21089982,21090182	2L	TFBS
FBgn0004862	FBgn0010452	1	13113639,13113839	3L	TFBS
FBgn0004862	FBgn0053532	1	19416672,19416872	2L	TFBS
FBgn0004862	FBgn0263653	1	26021560,26021760	3R	TFBS
FBgn0004862	FBgn0028841	1	16364896,16365096	2L	TFBS
FBgn0004862	FBgn0002609	1	26021560,26021760	3R	TFBS
FBgn0004862	FBgn0035145	1	591628,591828	3L	TFBS
FBgn0004862	FBgn0053207	1	15664663,15664863	3R	TFBS
FBgn0004862	FBgn0264508	1	11615949,11616149	2R	TFBS
FBgn0004862	FBgn0262097	1	5382539,5382739	2L	TFBS
FBgn0004862	FBgn0267694	1	16528359,16528559	3R	TFBS
FBgn0004862	FBgn0265099	1	7433212,7433412	2R	TFBS
FBgn0004862	FBgn0004644	1	23141955,23142155	3R	TFBS
FBgn0004862	FBgn0001170	1	6019731,6019931	2L	TFBS
FBgn0004862	FBgn0035192	1	1234405,1234605	3L	TFBS
FBgn0004862	FBgn0038203	1	14108388,14108588	3R	TFBS
FBgn0004862	FBgn0261648	1	11445649,11445849	2L	TFBS
FBgn0004862	FBgn0263380	1	14977911,14978111	3L	TFBS
FBgn0004862	FBgn0267077	1	14542518,14542718	X	TFBS
FBgn0004862	FBgn0000575	1	748587,748787	3L	TFBS
FBgn0004862	FBgn0034948	1	23978543,23978743	2R	TFBS
FBgn0004862	FBgn0266250	1	16783055,16783255	3R	TFBS
FBgn0004862	FBgn0040505	1	16641431,16641631	2R	TFBS
FBgn0004862	FBgn0011850	1	19727346,19727546	2R	TFBS
FBgn0004862	FBgn0022724	1	18100828,18101028	X	TFBS
FBgn0004862	FBgn0015805	1	4625079,4625279	3L	TFBS
FBgn0004862	FBgn0050452	1	19726167,19726367	2R	TFBS
FBgn0004862	FBgn0037963	1	11949253,11949453	3R	TFBS
FBgn0004862	FBgn0267566	1	7108574,7108774	3R	TFBS
FBgn0004862	FBgn0086901	1	14482010,14482210	3R	TFBS
FBgn0004862	FBgn0003079	1	2294571,2294771	X	TFBS
FBgn0004862	FBgn0010389	1	18053194,18053394	3R	TFBS
FBgn0004862	FBgn0031763	1	6019731,6019931	2L	TFBS
FBgn0004862	FBgn0264865	1	21108470,21108670	2L	TFBS
FBgn0004862	FBgn0026059	1	16099662,16099862	3R	TFBS
FBgn0004862	FBgn0035181	1	1034388,1034588	3L	TFBS
FBgn0004862	FBgn0266899	1	20487957,20488157	2L	TFBS
FBgn0004862	FBgn0024232	1	16639969,16640169	2R	TFBS
FBgn0004862	FBgn0086040	1	20352291,20352491	2L	TFBS
FBgn0004862	FBgn0035267	1	1745535,1745735	3L	TFBS
FBgn0004862	FBgn0261811	1	19852103,19852303	X	TFBS
FBgn0004862	FBgn0039106	1	23709021,23709221	3R	TFBS
FBgn0004862	FBgn0039178	1	24282947,24283147	3R	TFBS
FBgn0004862	FBgn0283559	1	12664464,12664664	X	TFBS
FBgn0004862	FBgn0065076	1	19727346,19727546	2R	TFBS
FBgn0004862	FBgn0283551	1	10752088,10752288	2L	TFBS
FBgn0004862	FBgn0032297	1	10756563,10756763	2L	TFBS
FBgn0004862	FBgn0031011	1	19298493,19298693	X	TFBS
FBgn0004862	FBgn0032867	1	20612831,20613031	2L	TFBS
FBgn0004862	FBgn0034476	1	19825471,19825671	2R	TFBS
FBgn0004862	FBgn0037347	1	5600164,5600364	3R	TFBS
FBgn0004862	FBgn0020379	1	10378284,10378484	3R	TFBS
FBgn0004862	FBgn0027572	1	17759771,17759971	2R	TFBS
FBgn0004862	FBgn0265017	1	2180924,2181124	2L	TFBS
FBgn0004862	FBgn0000459	1	16217615,16217815	X	TFBS
FBgn0004862	FBgn0037728	1	9676877,9677077	3R	TFBS
FBgn0004862	FBgn0082582	1	30531764,30531964	3R	TFBS
FBgn0004862	FBgn0263563	1	7086669,7086869	X	TFBS
FBgn0004862	FBgn0038476	1	17079446,17079646	3R	TFBS
FBgn0004862	FBgn0039042	1	23042912,23043112	3R	TFBS
FBgn0004862	FBgn0026160	1	10857234,10857434	3L	TFBS
FBgn0004862	FBgn0052027	1	18840018,18840218	3L	TFBS
FBgn0004862	FBgn0000216	1	14972082,14972282	3L	TFBS
FBgn0004862	FBgn0267306	1	5334637,5334837	3L	TFBS
FBgn0004862	FBgn0050235	1	17143779,17143979	2R	TFBS
FBgn0004862	FBgn0016660	1	5403581,5403781	2L	TFBS
FBgn0004862	FBgn0266679	1	10851317,10851517	3L	TFBS
FBgn0004862	FBgn0045501	1	1795638,1795838	2L	TFBS
FBgn0004862	FBgn0010575	1	18357489,18357689	2R	TFBS
FBgn0004862	FBgn0029798	1	5747106,5747306	X	TFBS
