FBgn0002573	FBgn0002632	1	H3K27ac(+)P=3;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000459	FBgn0026597	1	H3K4me1(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0000499	1	H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0015288	1	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0015320	1	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0033733	1	H3K4me1(+)P=3;H3K27ac(+)P=3;H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0001269	FBgn0265741	1	H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0261872	1	H3K4me3(+)P=1;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0263632	1	H3K4me3(+)P=2;H3K4me1(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0085432	FBgn0086253	1	H3K4me3(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0041582	1	H3K4me3(+)P=1;H3K4me1(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0013263	FBgn0031403	1	H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0011655	FBgn0267111	1	H3K4me3(+)P=2;H3K4me1(+)P=1;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0263352	1	H3K27ac(+)P=1;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0031719	1	H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0035122	1	H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0051619	1	H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0001281	1	H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0083040	1	H3K4me3(+)P=2;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0036254	1	H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003870	FBgn0038491	1	H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000411	FBgn0260477	1	H3K27ac(+)P=2;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0039859	1	H3K4me3(+)P=2;H3K4me1(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0033951	1	H3K4me3(+)P=1;H3K4me1(+)P=1;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0025741	1	H3K4me3(+)P=1;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0000606	FBgn0034284	1	H3K27ac(+)P=1;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0001319	FBgn0030177	1	H3K4me1(+)P=1;H3K27ac(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000411	FBgn0034712	1	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003870	FBgn0033871	1	H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0001168	FBgn0031520	1	H3K27ac(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0267821	FBgn0263544	1	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0031098	1	H3K4me3(+)P=2;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003448	FBgn0000579	1	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003145	FBgn0012037	1	H3K4me3(+)P=4;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0033507	1	H3K27ac(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000251	FBgn0034489	1	H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0033550	1	H3K4me3(+)P=2;H3K4me1(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0026319	1	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0011655	FBgn0021825	1	H3K4me3(+)P=2;H3K27ac(+)P=1;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0011656	FBgn0031098	1	H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0052582	1	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0011655	FBgn0016685	1	H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000606	FBgn0265805	1	H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0004390	1	H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0036812	1	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0030551	1	H3K4me3(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0040078	1	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000459	FBgn0010415	1	H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003145	FBgn0031453	1	H3K4me3(+)P=6;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0004050	FBgn0082975	1	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0003527	1	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0283442	1	H3K4me3(+)P=3;H3K27ac(+)P=3;	*	SE UNE	expresa_regulador
FBgn0038391	FBgn0028515	1	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0001168	FBgn0037708	1	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000251	FBgn0004463	1	H3K27ac(+)P=2;H3K4me1(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0039930	1	H3K4me3(+)P=4;H3K4me1(+)P=3;	*	SE UNE	expresa_regulador
