FBgn0002573	FBgn0034086	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0031980	H3K4me3(+)P=4;H3K4me1(+)P=4;	*	SE UNE	expresa_regulador
FBgn0003430	FBgn0053002	H3K4me1(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0001180	FBgn0083041	H3K4me3(+)P=4;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0250850	H3K27ac(+)P=3;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0038391	FBgn0037307	H3K4me3(+)P=1;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000459	FBgn0266331	H3K4me3(+)P=1;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0001180	FBgn0023545	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0032198	H3K4me3(+)P=2;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003870	FBgn0020493	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003430	FBgn0020767	H3K4me3(+)P=5;H3K4me1(+)P=7;	*	SE UNE	expresa_regulador
FBgn0000459	FBgn0003978	H3K4me3(+)P=1;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000606	FBgn0039696	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0036423	H3K4me3(+)P=2;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0004606	FBgn0261613	H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0031068	H3K27ac(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0013263	FBgn0035210	H3K27ac(+)P=2;H3K4me3(+)P=4;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0000411	FBgn0265985	H3K4me3(+)P=3;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0267821	FBgn0261609	H3K4me3(+)P=2;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000251	FBgn0039602	H3K27ac(+)P=1;H3K4me3(+)P=1;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0085432	FBgn0086663	H3K4me3(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0034942	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0053303	H3K4me1(+)P=5;H3K4me3(+)P=5;	*	SE UNE	expresa_regulador
FBgn0000251	FBgn0000556	H3K4me1(+)P=1;H3K4me3(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0004110	FBgn0262367	H3K4me1(+)P=3;H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0037134	H3K4me1(+)P=3;H3K4me3(+)P=4;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0265342	H3K27ac(+)P=1;H3K4me3(+)P=2;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0031092	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0011655	FBgn0035865	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000459	FBgn0001311	H3K27ac(+)P=2;H3K4me3(+)P=2;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0032634	H3K4me1(+)P=1;H3K4me3(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0011656	FBgn0040285	H3K27ac(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0001168	FBgn0031252	H3K4me1(+)P=3;H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0011656	FBgn0039591	H3K27ac(+)P=3;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0010622	H3K4me3(+)P=1;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0004050	FBgn0031047	H3K4me1(+)P=3;H3K4me3(+)P=4;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0015805	H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0003300	FBgn0065071	H3K4me3(+)P=4;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0039125	H3K4me3(+)P=2;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0000411	FBgn0034965	H3K27ac(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003430	FBgn0026149	H3K27ac(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003870	FBgn0003607	H3K27ac(+)P=1;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0032329	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0034577	H3K4me3(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0086768	H3K4me3(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0034312	H3K27ac(+)P=2;H3K4me1(+)P=3;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0027053	H3K4me3(+)P=4;	*	SE UNE	expresa_regulador
FBgn0003430	FBgn0266717	H3K27ac(+)P=1;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0001168	FBgn0031630	H3K4me1(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0001269	FBgn0031776	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0043456	H3K4me3(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0011656	FBgn0036920	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0029158	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0001168	FBgn0262180	H3K4me1(+)P=6;H3K4me3(+)P=4;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0002441	H3K4me1(+)P=1;H3K4me3(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0036920	H3K4me3(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0000411	FBgn0037655	H3K27ac(+)P=1;H3K4me3(+)P=1;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0000411	FBgn0028693	H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0033733	H3K27ac(+)P=2;H3K4me1(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0267821	FBgn0024250	H3K27ac(+)P=1;H3K4me1(+)P=4;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0263048	H3K4me3(+)P=5;H3K4me1(+)P=3;H3K27ac(+)P=4;	*	SE UNE	expresa_regulador
FBgn0261434	FBgn0261277	H3K4me3(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0001168	FBgn0034878	H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0261434	FBgn0033813	H3K4me3(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0035956	FBgn0264602	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0011020	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0262249	H3K4me1(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0263467	H3K4me1(+)P=1;H3K4me3(+)P=4;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0011655	FBgn0032805	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0013263	FBgn0032929	H3K4me1(+)P=2;H3K4me3(+)P=2;H3K27ac(+)P=2;	*	SE UNE	expresa_regulador
FBgn0001180	FBgn0011706	H3K4me1(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0000459	FBgn0050289	H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0011655	FBgn0065058	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0000166	FBgn0250906	H3K27ac(+)P=2;H3K4me1(+)P=2;H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0046685	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003944	FBgn0083058	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0045759	FBgn0033907	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0082926	H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0016917	FBgn0040087	H3K4me1(+)P=1;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0267821	FBgn0030970	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0004050	FBgn0026375	H3K4me1(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0265880	H3K4me1(+)P=3;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0001077	FBgn0029881	H3K27ac(+)P=3;H3K4me1(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0003742	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0039013	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0260763	H3K27ac(+)P=3;H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0030136	H3K4me3(+)P=2;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0015396	FBgn0030789	H3K4me3(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0001150	FBgn0039904	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0001168	FBgn0031732	H3K27ac(+)P=2;H3K4me1(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0011656	FBgn0082995	H3K4me3(+)P=5;H3K4me1(+)P=2;	*	SE UNE	expresa_regulador
FBgn0000251	FBgn0000524	H3K4me3(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0011655	FBgn0027596	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0001168	FBgn0032487	H3K4me3(+)P=1;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003900	FBgn0261610	H3K27ac(+)P=2;H3K4me3(+)P=2;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0011648	FBgn0039465	H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003944	FBgn0038869	H3K27ac(+)P=1;H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0015396	FBgn0263455	H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
FBgn0001269	FBgn0002284	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0039039	FBgn0038243	H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0001319	FBgn0033377	H3K27ac(+)P=5;H3K4me3(+)P=3;	*	SE UNE	expresa_regulador
FBgn0003430	FBgn0005536	H3K27ac(+)P=2;H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0262975	FBgn0267481	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0025874	H3K4me1(+)P=2;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0003165	H3K4me3(+)P=2;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0283535	H3K27ac(+)P=1;H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0002573	FBgn0031044	H3K4me1(+)P=1;H3K4me3(+)P=1;	*	SE UNE	expresa_regulador
FBgn0260632	FBgn0086444	H3K4me3(+)P=1;H3K27ac(+)P=1;	*	SE UNE	expresa_regulador
FBgn0003117	FBgn0039254	H3K27ac(+)P=2;H3K4me3(+)P=2;H3K4me1(+)P=1;	*	SE UNE	expresa_regulador
